Item name	Val	Category
Sage's Stave of Fiery Wrath	1.12	Gear
Stone Hammer of Stamina	1.12	Gear
Glimmering Mail Girdle	1.1	Gear
Cryptbone Staff	1.1	Gear
Shadowhide Two-handed Sword	1.1	Gear
Abjurer's Sash of the Whale	1.06	Gear
Archer's Cap of the Whale	1.06	Gear
Banded Leggings of the Bear	1.06	Gear
Banded Pauldrons of the Bear	1.06	Gear
Bandit Buckler of the Tiger	1.06	Gear
Bard's Belt of the Bear	1.06	Gear
Battleforge Armor of the Bear	1.06	Gear
Battleforge Cloak of the Gorilla	1.06	Gear
Battleforge Shield of the Tiger	1.06	Gear
Battlesmasher of Power	1.06	Gear
Battlesmasher of the Tiger	1.06	Gear
Bloodforged Legplates of the Whale	1.06	Gear
Brigade Pauldrons of the Whale	1.06	Gear
Brutal War Axe of the Bear	1.06	Gear
Cavalier Two-hander of the Boar	1.06	Gear
Darkmist Pants of Spirit	1.06	Gear
Defender Cloak of the Tiger	1.06	Gear
Defender Girdle of Power	1.06	Gear
Defender Girdle of the Tiger	1.06	Gear
Defender Leggings of the Bear	1.06	Gear
Defender Tunic of the Tiger	1.06	Gear
Dervish Leggings of the Bear	1.06	Gear
Durable Hat of the Whale	1.06	Gear
Elder's Gloves of the Falcon	1.06	Gear
Emerald Gauntlets of the Whale	1.06	Gear
Fighter Broadsword of the Bear	1.06	Gear
Fortified Belt of Power	1.06	Gear
Fortified Boots of the Bear	1.06	Gear
Grunt's Pauldrons of the Bear	1.06	Gear
Hacking Cleaver of the Bear	1.06	Gear
Headhunter's Woolies of the Bear	1.06	Gear
Heavy Lamellar Pauldrons of Defense	1.06	Gear
Honed Stiletto of the Bear	1.06	Gear
Imposing Vest of the Whale	1.06	Gear
Infiltrator Boots of Spirit	1.06	Gear
Ivycloth Cloak of Intellect	1.06	Gear
Knight's Boots of the Bear	1.06	Gear
Knight's Bracers of the Bear	1.06	Gear
Knight's Gauntlets of the Bear	1.06	Gear
Lunar Slippers of Spirit	1.06	Gear
Medicine Staff of Power	1.06	Gear
Militant Shortsword of Power	1.06	Gear
Militant Shortsword of the Tiger	1.06	Gear
Outrunner's Shield of the Tiger	1.06	Gear
Pathfinder Pants of the Bear	1.06	Gear
Phalanx Girdle of the Bear	1.06	Gear
Phalanx Spaulders of the Bear	1.06	Gear
Raider's Bracers of Power	1.06	Gear
Raider's Bracers of the Tiger	1.06	Gear
Regal Leggings of the Whale	1.06	Gear
Renegade Boots of the Bear	1.06	Gear
Renegade Cloak of the Bear	1.06	Gear
Renegade Gauntlets of the Bear	1.06	Gear
Renegade Pauldrons of the Bear	1.06	Gear
Robust Girdle of the Tiger	1.06	Gear
Sage's Sash of Intellect	1.06	Gear
Scaled Leather Gloves of the Gorilla	1.06	Gear
Scouting Belt of Intellect	1.06	Gear
Sentinel Bracers of Power	1.06	Gear
Sentinel Gloves of the Bear	1.06	Gear
Sentry's Leggings of the Bear	1.06	Gear
Sequoia Hammer of the Bear	1.06	Gear
Soldier's Boots of the Bear	1.06	Gear
Soldier's Girdle of Power	1.06	Gear
Splitting Hatchet of the Bear	1.06	Gear
Steadfast Coronet of Defense	1.06	Gear
Steadfast Girdle of the Bear	1.06	Gear
Thick Scale Breastplate of the Bear	1.06	Gear
Thick Scale Shield of the Tiger	1.06	Gear
Viking Sword of the Bear	1.06	Gear
Wicked Chain Gauntlets of the Bear	1.06	Gear
Wrangler's Wraps of Intellect	1.06	Gear
Battering Hammer of the Eagle	1.05	Gear
Hefty Battlehammer of the Eagle	1.05	Gear
Ivycloth Gloves of the Eagle	1.05	Gear
Pagan Bands of the Eagle	1.05	Gear
Rigid Shoulders of the Eagle	1.05	Gear
Ritual Leggings of the Eagle	1.05	Gear
Ritual Sandals of the Eagle	1.05	Gear
Sage's Bracers of the Eagle	1.05	Gear
Bandit Bracers of the Monkey	1.04	Gear
Bandit Jerkin of the Monkey	1.04	Gear
Defender Boots of the Monkey	1.04	Gear
Giant Club of the Monkey	1.04	Gear
Polished Zweihander of the Monkey	1.04	Gear
Rigid Bracelets of the Monkey	1.04	Gear
Buccaneer's Gloves of the Owl	1.01	Gear
Buccaneer's Orb of the Owl	1.01	Gear
Dervish Belt of the Owl	1.01	Gear
Dervish Gloves of the Owl	1.01	Gear
Durable Belt of the Owl	1.01	Gear
Durable Bracers of the Owl	1.01	Gear
Durable Gloves of the Owl	1.01	Gear
Feral Bindings of the Owl	1.01	Gear
Ivycloth Sash of the Owl	1.01	Gear
Knight's Crest of the Bear	1.01	Gear
Lupine Vest of the Owl	1.01	Gear
Magician Staff of Spirit	1.01	Gear
Scaled Cloak of the Owl	1.01	Gear
Scouting Bracers of the Owl	1.01	Gear
Sentinel Bracers of the Owl	1.01	Gear
Shimmering Sash of the Owl	1.01	Gear
Sturdy Quarterstaff of the Owl	1.01	Gear
Willow Bracers of the Owl	1.01	Gear
Willow Vest of the Owl	1.01	Gear
Archer's Longbow	1	Gear
Blackened Defias Belt	1	Gear
Bright Bracers	1	Gear
Combat Shield	1	Gear
Dire Wand	1	Gear
Emblazoned Boots	1	Gear
Firestarter	1	Gear
Forest Cloak	1	Gear
Forest Leather Bracers	1	Gear
Forest Leather Mantle	1	Gear
Hunting Gloves	1	Gear
Inscribed Leather Boots	1	Gear
Iridescent Scale Leggings	1	Gear
Ironwood Treebranch	1	Gear
Lupine Axe	1	Gear
Mail Combat Leggings	1	Gear
Mystic's Bracelets	1	Gear
Naraxis' Fang	1	Gear
Nefarious Buckler	1	Gear
Precision Bow	1	Gear
Rathorian's Cape	1	Gear
Silver-thread Robe	1	Gear
Skeletal Longsword	1	Gear
Soldier's Wristguards of the Gorilla	1	Gear
Staff of Conjuring	1	Gear
Twilight Cultist Cowl	1	Gear
Whipwood Recurve Bow	1	Gear
Wise Man's Belt	1	Gear
Garneg's War Belt	1	Gear
Prospector's Cuffs	1	Gear
Nightsky Boots	1	Gear
Mistscape Gloves	1	Gear
Hulking Gauntlets	1	Gear
Glimmering Mail Breastplate	1	Gear
Aurora Robe	1	Gear
Slayer's Battle Axe	1	Gear
Lambent Scale Girdle	1	Gear
Slayer's Cape	1	Gear
Tunnel Pick	1	Gear
Jouster's Visor	1	Gear
Glyphed Leggings	1	Gear
Silver-thread Armor	1	Gear
Imperial Leather Spaulders	1	Gear
Glyphed Buckler	1	Gear
Slayer's Cuffs	1	Gear
Scorpashi Gloves	1	Gear
Insignia Buckler	1	Gear
Band of Thorns	1	Gear
Hibernal Cloak	1	Gear
"Mage-Eye" Blunderbuss	1	Gear
Mage-Eye Blunderbuss	1	Gear
Mystic Sarong	1	Gear
Banded Bracers of Strength	0.99	Gear
Battle Knife of Strength	0.99	Gear
Battleforge Gauntlets of Strength	0.99	Gear
Raider's Shield of Strength	0.99	Gear
Watcher's Boots of the Falcon	0.99	Gear
Ivycloth Boots of Frozen Wrath	0.97	Gear
Shimmering Bracers of Frozen Wrath	0.97	Gear
Aboriginal Gloves of Healing	0.96	Gear
Banded Armor of the Bear	0.96	Gear
Banded Cloak of the Bear	0.96	Gear
Bandit Pants of the Bear	0.96	Gear
Battleforge Girdle of the Bear	0.96	Gear
Bloodwoven Mitts of Spirit	0.96	Gear
Buccaneer's Gloves of Healing	0.96	Gear
Buccaneer's Orb of Healing	0.96	Gear
Conjurer's Breeches of Spirit	0.96	Gear
Cross Dagger of the Bear	0.96	Gear
Defender Boots of the Bear	0.96	Gear
Durable Bracers of Healing	0.96	Gear
Elder's Pants of Spirit	0.96	Gear
Fortified Gauntlets of the Bear	0.96	Gear
Giant Club of the Bear	0.96	Gear
Infiltrator Cord of the Bear	0.96	Gear
Ivycloth Bracelets of Healing	0.96	Gear
Medicine Staff of Healing	0.96	Gear
Renegade Bracers of the Bear	0.96	Gear
Shimmering Sash of Healing	0.96	Gear
Aboriginal Vest of Intellect	0.93	Gear
Banded Boots of Stamina	0.93	Gear
Battering Hammer of the Gorilla	0.93	Gear
Battleforge Shoulderguards of Stamina	0.93	Gear
Bloodspattered Sash of the Gorilla	0.93	Gear
Buccaneer's Vest of Intellect	0.93	Gear
Conjurer's Vest of Stamina	0.93	Gear
Glimmering Flamberge of Stamina	0.93	Gear
Hefty Battlehammer of the Gorilla	0.93	Gear
Infiltrator Armor of Stamina	0.93	Gear
Infiltrator Cap of Nature's Wrath	0.93	Gear
Knight's Cloak of Stamina	0.93	Gear
Marauder's Tunic of Stamina	0.93	Gear
Soldier's Wristguards of Strength	0.93	Gear
Twilight Robe of Stamina	0.93	Gear
Warbringer's Crown of Defense	0.93	Gear
Warmonger's Circlet of Stamina	0.93	Gear
Battle Knife of the Monkey	0.92	Gear
Infiltrator Bracers of the Monkey	0.92	Gear
Leaden Mace of the Monkey	0.92	Gear
Raider's Shield of the Monkey	0.92	Gear
Scaled Leather Gloves of the Monkey	0.92	Gear
Scouting Belt of the Monkey	0.92	Gear
Steadfast Bracelets of the Monkey	0.92	Gear
Wrangler's Wraps of the Monkey	0.92	Gear
Aboriginal Gloves of the Eagle	0.9	Gear
Aurora Mantle	0.9	Gear
Battleforge Shield of Agility	0.9	Gear
Battleforge Wristguards of the Eagle	0.9	Gear
Blackrock Boots	0.9	Gear
Bonefist Gauntlets	0.9	Gear
Buccaneer's Gloves of the Eagle	0.9	Gear
Buccaneer's Orb of Shadow Wrath	0.9	Gear
Cloak of Rot	0.9	Gear
Defender Tunic of the Eagle	0.9	Gear
Defias Rapier	0.9	Gear
Dervish Belt of the Eagle	0.9	Gear
Dervish Gloves of the Eagle	0.9	Gear
Durable Bracers of Shadow Wrath	0.9	Gear
Emblazoned Leggings	0.9	Gear
Feral Bindings of the Eagle	0.9	Gear
Fortified Belt of the Eagle	0.9	Gear
Fortified Leggings of the Eagle	0.9	Gear
Ivycloth Bracelets of the Eagle	0.9	Gear
Lambent Scale Bracers	0.9	Gear
Medicine Staff of Shadow Wrath	0.9	Gear
Medicine Staff of the Eagle	0.9	Gear
Medicine Staff of the Wolf	0.9	Gear
Mistscape Cloak	0.9	Gear
Scaled Cloak of Agility	0.9	Gear
Scaled Cloak of the Eagle	0.9	Gear
Scaled Leather Belt of the Eagle	0.9	Gear
Scouting Bracers of Agility	0.9	Gear
Shimmering Sash of the Eagle	0.9	Gear
Soldier's Girdle of the Eagle	0.9	Gear
Sturdy Quarterstaff of the Eagle	0.9	Gear
Sturdy Quarterstaff of the Wolf	0.9	Gear
Superior Boots of Agility	0.9	Gear
Thick Scale Shield of Agility	0.9	Gear
War Paint Anklewraps	0.9	Gear
Willow Bracers of the Eagle	0.9	Gear
Willow Branch of the Eagle	0.9	Gear
Willow Vest of the Eagle	0.9	Gear
Wyvern Tailspike	0.9	Gear
Frostbit Staff	0.9	Gear
Lambent Scale Gloves	0.9	Gear
Stable Boots	0.9	Gear
Silver-thread Boots	0.9	Gear
Blackrock Champion's Axe	0.9	Gear
Sanguine Sandals	0.9	Gear
Heavy Gnoll War Club	0.9	Gear
Sanguine Belt	0.9	Gear
Bristlebark Bindings	0.9	Gear
Archer's Belt of the Boar	0.88	Gear
Bandit Cinch of the Tiger	0.88	Gear
Bard's Belt of the Boar	0.88	Gear
Bard's Gloves of the Tiger	0.88	Gear
Bard's Trousers of Power	0.88	Gear
Battleforge Armor of the Boar	0.88	Gear
Bloodspattered Loincloth of Power	0.88	Gear
Bloodwoven Pants of the Whale	0.88	Gear
Brutal War Axe of the Boar	0.88	Gear
Buccaneer's Bracers of Frozen Wrath	0.88	Gear
Cabalist Leggings of the Whale	0.88	Gear
Defender Leggings of the Boar	0.88	Gear
Feral Cord of the Tiger	0.88	Gear
Fortified Boots of the Boar	0.88	Gear
Fortified Bracers of the Tiger	0.88	Gear
Gothic Plate Spaulders of the Whale	0.88	Gear
Grunt's Pauldrons of the Boar	0.88	Gear
Hacking Cleaver of the Boar	0.88	Gear
Imposing Bracers of the Whale	0.88	Gear
Knight's Boots of the Boar	0.88	Gear
Oak Mallet of the Tiger	0.88	Gear
Pioneer Trousers of Power	0.88	Gear
Raider's Belt of the Tiger	0.88	Gear
Raider's Gauntlets of Power	0.88	Gear
Raider's Legguards of Power	0.88	Gear
Renegade Boots of the Boar	0.88	Gear
Renegade Cloak of the Boar	0.88	Gear
Renegade Gauntlets of the Boar	0.88	Gear
Scouting Buckler of the Tiger	0.88	Gear
Soldier's Boots of the Boar	0.88	Gear
Soldier's Leggings of Power	0.88	Gear
Spiked Chain Wristbands of Power	0.88	Gear
Splitting Hatchet of the Boar	0.88	Gear
Thistlefur Cloak of Fiery Wrath	0.88	Gear
Decapitating Sword of Strength	0.87	Gear
Fortified Chain of Stamina	0.87	Gear
Ghostwalker Crown of Stamina	0.87	Gear
Outrunner's Cord of Strength	0.87	Gear
Pillager's Cloak of Strength	0.87	Gear
Soldier's Wristguards of the Monkey	0.86	Gear
Banded Bracers of the Bear	0.85	Gear
Battle Knife of the Bear	0.85	Gear
Battleforge Cloak of the Bear	0.85	Gear
Battleforge Gauntlets of the Bear	0.85	Gear
Buccaneer's Orb of the Falcon	0.85	Gear
Defender Bracers of the Bear	0.85	Gear
Defender Gauntlets of the Bear	0.85	Gear
Ivy Orb of the Falcon	0.85	Gear
Leaden Mace of the Bear	0.85	Gear
Lupine Vest of the Falcon	0.85	Gear
Raider's Shield of the Bear	0.85	Gear
Scouting Belt of the Bear	0.85	Gear
Willow Branch of the Falcon	0.85	Gear
Bandit Boots of the Owl	0.84	Gear
Bandit Cinch of the Owl	0.84	Gear
Bandit Gloves of the Owl	0.84	Gear
Bard's Gloves of the Owl	0.84	Gear
Bard's Trousers of the Owl	0.84	Gear
Bard's Tunic of the Owl	0.84	Gear
Buccaneer's Cord of the Owl	0.84	Gear
Buccaneer's Pants of the Owl	0.84	Gear
Dervish Bracers of the Owl	0.84	Gear
Feral Cloak of the Owl	0.84	Gear
Feral Shoes of the Owl	0.84	Gear
Greenweave Bracers of the Owl	0.84	Gear
Greenweave Gloves of the Owl	0.84	Gear
Greenweave Sash of the Owl	0.84	Gear
Grizzly Jerkin of the Owl	0.84	Gear
Ivycloth Boots of the Owl	0.84	Gear
Knight's Crest of the Boar	0.84	Gear
Pagan Cape of the Owl	0.84	Gear
Pioneer Trousers of the Owl	0.84	Gear
Ritual Bands of the Owl	0.84	Gear
Ritual Belt of the Owl	0.84	Gear
Sage's Gloves of the Owl	0.84	Gear
Scaled Leather Bracers of the Owl	0.84	Gear
Shimmering Armor of the Owl	0.84	Gear
Shimmering Bracers of the Owl	0.84	Gear
Vital Shoulders of the Owl	0.84	Gear
Watcher's Cinch of the Owl	0.84	Gear
Watcher's Robes of the Owl	0.84	Gear
Willow Belt of the Owl	0.84	Gear
Willow Gloves of the Owl	0.84	Gear
Decapitating Sword of the Monkey	0.81	Gear
Fortified Spaulders of Stamina	0.81	Gear
Thick Scale Gauntlets of the Monkey	0.81	Gear
Banded Cloak of the Boar	0.8	Gear
Bandit Cinch of Healing	0.8	Gear
Bandit Shoulders	0.8	Gear
Barbaric Cloth Gloves	0.8	Gear
Bard's Boots of Power	0.8	Gear
Blackened Defias Gloves	0.8	Gear
Brigade Pauldrons of Defense	0.8	Gear
Bright Gloves	0.8	Gear
Brutish Riverpaw Axe	0.8	Gear
Buccaneer's Pants of Healing	0.8	Gear
Burnished Girdle	0.8	Gear
Captain's Circlet of Arcane Wrath	0.8	Gear
Dervish Belt of Intellect	0.8	Gear
Emblazoned Shoulders	0.8	Gear
Forest Leather Belt	0.8	Gear
Greenweave Branch of Healing	0.8	Gear
Greenweave Gloves of Healing	0.8	Gear
Greenweave Sash of Healing	0.8	Gear
Headhunter's Buckler of Fiery Wrath	0.8	Gear
Hook Dagger of Power	0.8	Gear
Ivycloth Pants of Fiery Wrath	0.8	Gear
Ivycloth Sash of Intellect	0.8	Gear
Lambent Scale Legguards	0.8	Gear
Long Battle Bow	0.8	Gear
Phalanx Bracers of the Bear	0.8	Gear
Pioneer Trousers of Healing	0.8	Gear
Polished Zweihander of the Boar	0.8	Gear
Raider's Boots of the Tiger	0.8	Gear
Raider's Bracers of the Gorilla	0.8	Gear
Raider's Shoulderpads	0.8	Gear
Scaled Leather Belt of Intellect	0.8	Gear
Scouting Bracers of Intellect	0.8	Gear
Sentinel Bracers of Intellect	0.8	Gear
Shadow Weaver Leggings	0.8	Gear
Shimmering Gloves of Spirit	0.8	Gear
Shimmering Stave of Fiery Wrath	0.8	Gear
Soldier's Girdle of the Gorilla	0.8	Gear
Sorcerer Gloves of Spirit	0.8	Gear
Sorcerer Slippers of Spirit	0.8	Gear
Sturdy Quarterstaff of Intellect	0.8	Gear
Swashbuckler's Shoulderpads of Nature's Wrath	0.8	Gear
Twilight Gloves of Fiery Wrath	0.8	Gear
Venom Web Fang	0.8	Gear
War Paint Bindings	0.8	Gear
Willow Belt of Healing	0.8	Gear
Willow Bracers of Intellect	0.8	Gear
Willow Branch of Intellect	0.8	Gear
Willow Gloves of Healing	0.8	Gear
Glimmering Mail Legguards	0.8	Gear
Gloves of the Fang	0.8	Gear
Staff of Nobles	0.8	Gear
Bristlebark Cape	0.8	Gear
Glimmering Mail Bracers	0.8	Gear
Defender Girdle of Healing	0.8	Gear
Bloodwoven Mask of the Whale	0.78	Gear
Brigade Girdle of the Whale	0.78	Gear
Buccaneer's Cape of Frozen Wrath	0.78	Gear
Celestial Handwraps of the Whale	0.78	Gear
Curved Dagger of Frozen Wrath	0.78	Gear
Hook Dagger of Frozen Wrath	0.78	Gear
Shimmering Boots of Frozen Wrath	0.78	Gear
War Knife of Frozen Wrath	0.78	Gear
Willow Robe of Frozen Wrath	0.78	Gear
Ranger Wristguards of Stamina	0.77	Gear
Bard's Boots of the Owl	0.76	Gear
Buccaneer's Bracers of the Owl	0.76	Gear
Superior Cloak of the Owl	0.76	Gear
Willow Pants of the Owl	0.76	Gear
Bandit Boots of the Eagle	0.75	Gear
Bandit Cinch of the Eagle	0.75	Gear
Bandit Gloves of the Eagle	0.75	Gear
Bard's Gloves of the Eagle	0.75	Gear
Bard's Gloves of the Wolf	0.75	Gear
Bard's Trousers of Agility	0.75	Gear
Bard's Trousers of the Eagle	0.75	Gear
Bard's Trousers of the Wolf	0.75	Gear
Bard's Tunic of the Wolf	0.75	Gear
Battle Slayer of Agility	0.75	Gear
Battle Slayer of the Eagle	0.75	Gear
Battle Slayer of the Wolf	0.75	Gear
Buccaneer's Cord of the Eagle	0.75	Gear
Buccaneer's Cord of the Wolf	0.75	Gear
Buccaneer's Pants of the Eagle	0.75	Gear
Deadmines Cleaver	0.75	Gear
Dervish Bracers of Agility	0.75	Gear
Embersilk Mantle of the Wolf	0.75	Gear
Emblazoned Belt	0.75	Gear
Emblazoned Cloak	0.75	Gear
Feral Cloak of Agility	0.75	Gear
Feral Shoes of the Eagle	0.75	Gear
Forest Leather Pants	0.75	Gear
Greenweave Gloves of the Eagle	0.75	Gear
Greenweave Sash of the Wolf	0.75	Gear
Ivycloth Boots of the Eagle	0.75	Gear
Lupine Leggings of the Eagle	0.75	Gear
Massive Battle Axe of Agility	0.75	Gear
Massive Battle Axe of the Wolf	0.75	Gear
Oak Mallet of the Eagle	0.75	Gear
Pagan Belt of the Eagle	0.75	Gear
Pagan Cape of Shadow Wrath	0.75	Gear
Pagan Cape of the Eagle	0.75	Gear
Pioneer Trousers of Agility	0.75	Gear
Pioneer Trousers of the Eagle	0.75	Gear
Raider's Belt of the Eagle	0.75	Gear
Raider's Legguards of the Bear	0.75	Gear
Rigid Belt of the Wolf	0.75	Gear
Sage's Gloves of the Eagle	0.75	Gear
Scaled Leather Bracers of the Wolf	0.75	Gear
Scouting Trousers of the Eagle	0.75	Gear
Scouting Trousers of the Wolf	0.75	Gear
Shimmering Armor of Shadow Wrath	0.75	Gear
Shimmering Armor of the Eagle	0.75	Gear
Shimmering Bracers of the Eagle	0.75	Gear
Shimmering Robe of the Eagle	0.75	Gear
Simple Blouse of the Eagle	0.75	Gear
Soldier's Leggings of the Eagle	0.75	Gear
Superior Belt of the Eagle	0.75	Gear
Watcher's Cuffs of the Eagle	0.75	Gear
Wax-polished Armor	0.75	Gear
Willow Belt of the Eagle	0.75	Gear
Willow Belt of the Wolf	0.75	Gear
Willow Cape of Shadow Wrath	0.75	Gear
Willow Cape of the Eagle	0.75	Gear
Willow Gloves of the Eagle	0.75	Gear
Mail Combat Gauntlets	0.75	Gear
Battering Hammer of the Bear	0.74	Gear
Battleforge Wristguards of Strength	0.74	Gear
Battlesmasher of Strength	0.74	Gear
Bloodspattered Sash of the Bear	0.74	Gear
Decapitating Sword of the Bear	0.74	Gear
Defender Girdle of Strength	0.74	Gear
Defender Shield of Strength	0.74	Gear
Grunt's Bracers of Strength	0.74	Gear
Hefty Battlehammer of the Bear	0.74	Gear
Militant Shortsword of Strength	0.74	Gear
Outrunner's Cord of the Bear	0.74	Gear
Scouting Boots of Stamina	0.74	Gear
Sentinel Cloak of Stamina	0.74	Gear
Soldier's Girdle of Strength	0.74	Gear
Sorcerer Drape of Stamina	0.74	Gear
Thick Scale Gauntlets of the Bear	0.74	Gear
Cross Dagger of Fiery Wrath	0.72	Gear
Elder's Bracers of Fiery Wrath	0.72	Gear
Geomancer's Bracers of Fiery Wrath	0.72	Gear
Shimmering Trousers of Fiery Wrath	0.72	Gear
Arachnidian Footpads of the Whale	0.71	Gear
Bandit Cinch of the Falcon	0.71	Gear
Barbaric Battle Axe of the Tiger	0.71	Gear
Bard's Gloves of the Falcon	0.71	Gear
Battleforge Gauntlets of the Boar	0.71	Gear
Birchwood Maul of Power	0.71	Gear
Birchwood Maul of the Tiger	0.71	Gear
Brigade Circlet of the Whale	0.71	Gear
Cadet Shield of the Tiger	0.71	Gear
Cadet Vest of Power	0.71	Gear
Cadet Vest of the Tiger	0.71	Gear
Captain's Gauntlets of the Whale	0.71	Gear
Cerulean Ring of the Whale	0.71	Gear
Charger's Pants of the Tiger	0.71	Gear
Defender Gauntlets of the Boar	0.71	Gear
Edged Bastard Sword of the Tiger	0.71	Gear
Feral Gloves of the Tiger	0.71	Gear
Forester's Axe of the Tiger	0.71	Gear
Fortified Shield of the Boar	0.71	Gear
Gossamer Belt of the Whale	0.71	Gear
Greenweave Gloves of the Falcon	0.71	Gear
Grunt Axe of Power	0.71	Gear
Impenetrable Cloak of the Whale	0.71	Gear
Imposing Shoulders of the Whale	0.71	Gear
Ivycloth Boots of the Falcon	0.71	Gear
Ivycloth Mantle of the Whale	0.71	Gear
Jagged Star of Power	0.71	Gear
Jagged Star of the Tiger	0.71	Gear
Jazeraint Pauldrons of the Whale	0.71	Gear
Knight's Girdle of the Whale	0.71	Gear
Lunar Slippers of the Whale	0.71	Gear
Merc Sword of the Tiger	0.71	Gear
Phalanx Shield of the Boar	0.71	Gear
Pioneer Trousers of the Falcon	0.71	Gear
Raider Shortsword of Power	0.71	Gear
Raider's Cloak of the Tiger	0.71	Gear
Raider's Shield of the Boar	0.71	Gear
Regal Mantle of the Whale	0.71	Gear
Royal Blouse of the Whale	0.71	Gear
Royal Cape of the Whale	0.71	Gear
Soldier's Gauntlets of the Tiger	0.71	Gear
Stonecutter Claymore of the Whale	0.71	Gear
Stout Battlehammer of the Tiger	0.71	Gear
Superior Belt of the Falcon	0.71	Gear
Tracker's Wristguards of the Whale	0.71	Gear
Twilight Cowl of the Whale	0.71	Gear
Twin-bladed Axe of the Tiger	0.71	Gear
Watcher's Cap of the Whale	0.71	Gear
Silver-thread Sash	0.7	Gear
War Knife of Power	0.7	Gear
Warchief's Girdle	0.7	Gear
Nightsky Trousers	0.7	Gear
Bright Pants	0.7	Gear
Lambent Scale Shield	0.7	Gear
Archer's Bracers of Spirit	0.69	Gear
Bandit Buckler of the Monkey	0.69	Gear
Battleforge Shield of the Monkey	0.69	Gear
Battlesmasher of the Monkey	0.69	Gear
Buccaneer's Gloves of the Monkey	0.69	Gear
Defender Shield of the Monkey	0.69	Gear
Defender Tunic of the Monkey	0.69	Gear
Dervish Gloves of the Monkey	0.69	Gear
Feral Bindings of the Monkey	0.69	Gear
Fortified Belt of the Monkey	0.69	Gear
Grunt's Bracers of the Monkey	0.69	Gear
Huntsman's Boots of Spirit	0.69	Gear
Lupine Vest of the Monkey	0.69	Gear
Medicine Staff of the Monkey	0.69	Gear
Militant Shortsword of the Monkey	0.69	Gear
Scouting Bracers of the Monkey	0.69	Gear
Sentinel Bracers of the Monkey	0.69	Gear
Sturdy Quarterstaff of the Monkey	0.69	Gear
Superior Boots of the Monkey	0.69	Gear
Bard's Boots of Agility	0.68	Gear
Bard's Boots of the Eagle	0.68	Gear
Bard's Boots of the Wolf	0.68	Gear
Buccaneer's Bracers of Shadow Wrath	0.68	Gear
Jazeraint Cloak of Stamina	0.68	Gear
Simple Branch of Frozen Wrath	0.68	Gear
Simple Robe of Frozen Wrath	0.68	Gear
Superior Cloak of the Eagle	0.68	Gear
Wrangler's Cloak of Agility	0.68	Gear
Buccaneer's Cape of the Owl	0.67	Gear
Durable Rod of the Whale	0.67	Gear
Feral Leggings of the Owl	0.67	Gear
Gloom Reaper of the Whale	0.67	Gear
Scouting Cloak of the Owl	0.67	Gear
Scouting Gloves of the Owl	0.67	Gear
Shimmering Boots of the Owl	0.67	Gear
Shimmering Cloak of the Owl	0.67	Gear
Willow Robe of the Owl	0.67	Gear
Banded Helm of Defense	0.66	Gear
Bandit Boots of the Gorilla	0.66	Gear
Bandit Cinch of Intellect	0.66	Gear
Bandit Gloves of the Gorilla	0.66	Gear
Bard's Trousers of the Gorilla	0.66	Gear
Bard's Tunic of Intellect	0.66	Gear
Bloodforged Sabatons of Defense	0.66	Gear
Buccaneer's Cord of Intellect	0.66	Gear
Dervish Boots of Spirit	0.66	Gear
Duskwoven Sandals of Arcane Wrath	0.66	Gear
Lord's Pauldrons of Nature's Wrath	0.66	Gear
Oak Mallet of the Gorilla	0.66	Gear
Pagan Cape of Intellect	0.66	Gear
Pioneer Trousers of the Gorilla	0.66	Gear
Raider's Belt of the Gorilla	0.66	Gear
Raider's Gauntlets of the Gorilla	0.66	Gear
Ranger Wristguards of Spirit	0.66	Gear
Ritual Bands of Intellect	0.66	Gear
Ritual Belt of Intellect	0.66	Gear
Scaled Leather Bracers of Intellect	0.66	Gear
Simple Blouse of Intellect	0.66	Gear
Soldier's Leggings of the Gorilla	0.66	Gear
Soldier's Wristguards of the Boar	0.66	Gear
Tracker's Shoulderpads of Defense	0.66	Gear
Willow Cape of Intellect	0.66	Gear
Archer's Cloak of Spirit	0.64	Gear
Bandit Buckler of the Bear	0.64	Gear
Barbed Club of Healing	0.64	Gear
Bard's Boots of the Falcon	0.64	Gear
Battleforge Wristguards of the Bear	0.64	Gear
Battlesmasher of the Bear	0.64	Gear
Bloodwoven Mitts of the Whale	0.64	Gear
Conjurer's Breeches of the Whale	0.64	Gear
Curved Dagger of Healing	0.64	Gear
Defender Cloak of the Bear	0.64	Gear
Defender Girdle of the Bear	0.64	Gear
Defender Shield of the Bear	0.64	Gear
Dervish Belt of the Bear	0.64	Gear
Durable Cape of Fiery Wrath	0.64	Gear
Duskwoven Bracers of the Whale	0.64	Gear
Fortified Belt of the Bear	0.64	Gear
Fortified Leggings of the Bear	0.64	Gear
Hillborne Axe of the Whale	0.64	Gear
Hook Dagger of Healing	0.64	Gear
Medicine Staff of the Bear	0.64	Gear
Militant Shortsword of the Bear	0.64	Gear
Nocturnal Shoes of the Whale	0.64	Gear
Outrunner's Gloves of Healing	0.64	Gear
Outrunner's Shield of the Bear	0.64	Gear
Pillager's Girdle of the Bear	0.64	Gear
Raider's Bracers of the Bear	0.64	Gear
Sage's Boots of the Whale	0.64	Gear
Scaled Leather Belt of the Bear	0.64	Gear
Scaled Leather Leggings of the Whale	0.64	Gear
Shimmering Cloak of Healing	0.64	Gear
Soldier's Girdle of the Bear	0.64	Gear
